Have,Generation,Allegiance,Year,Country/Region,Type,Name,Description,Repainted,Remolded
,Energon,D,2005,Australia,Mcdonald's,Unicron,,No,No
,Energon,D,2005,Netherlands,Mcdonald's,Unicron,,No,No
,Energon,D,2005,New Zealand,Mcdonald's,Unicron,,No,No
,Energon,D,2005,UK,Mcdonald's,Unicron,,No,No
,Energon,D,2005,USA,Mega,Alpha Quintesson,,No,No
,Energon,A,2004,USA,Mega,Beachcomber,,Yes,No
,Energon,A,2004,USA,Mega,Cliffjumper,,No,No
,Energon,D,2004,USA,Mega,Dreadwing,,Yes,No
,Energon,A,2003,USA,Mega,Ironhide,Red/Blue/Gold Rescue SUV,No,No
,Energon,A,2004,USA,Mega,Ironhide (Energon),,Yes,No
,Energon,A,2004,USA,Mega,Jetfire,Red/White/Grey/Orange Jet,No,No
,Energon,D,2004,USA,Mega,Mirage,,No,No
,Energon,A,2005,USA,Mega,Overcast,,Yes,No
,Energon,A,2004,USA,Mega,Overload,Red Trailer,Yes,No
,Energon,A,2005,USA,Mega,Prowl,Blue/White Sports Utility Vehicle (Paramedic Chaser),Yes,No
,Energon,D,2004,USA,Mega,Shockblast,,No,No
,Energon,D,2004,USA,Mega,Six-Shot,,Yes,No
,Energon,D,2005,USA,Mega,Starscream,Grey/Dark Red Jet,Yes,Yes
,Energon,A,2006,USA,Mega,Treadbolt,Yellow Bulldozer/Roller Truck,Yes,No
,Energon,C,2004,Japan,Mega,Ultra Magnus,Blue Trailer,Yes,No
,Energon,A,2003,USA,Mega,Ultra Magnus,Blue Trailer,Yes,No
,Energon,A,2004,USA,Mega,Wingsaber,,No,No
,Energon,D,2004,Japan,Micron Partner,Dead End,,Yes,No
,Energon,N,2004,Japan,Micron Partner,Knock Out,,Yes,No
,Energon,N,2004,Japan,Micron Space Team,Astroscope,,Yes,No
,Energon,N,2004,Japan,Micron Space Team,Payload,,Yes,No
,Energon,N,2004,Japan,Micron Space Team,Sky Blast,,Yes,No
,Energon,N,2004,USA,Minicon Adventure Team,Dune Runner,Green Dune Buggy,No,No
,Energon,N,2004,USA,Minicon Adventure Team,Iceberg,Orange/Black Snow Cat,No,No
,Energon,N,2004,USA,Minicon Adventure Team,Ransack,Dark Green Off-Road Pickup Truck,No,No
,Energon,N,2004,USA,Minicon Destruction Team,Buzzsaw,,No,No
,Energon,N,2004,USA,Minicon Destruction Team,Drillbit,,No,No
,Energon,N,2004,USA,Minicon Destruction Team,Dualor,,No,No
,Energon,N,2003,USA,Minicon Energon Saber,Scatter,Grey/Silver/Translucent Gold Jet,Yes,Yes
,Energon,N,2003,USA,Minicon Energon Saber,Skyboom,Grey/Silver/Translucent Gold Jet,Yes,Yes
,Energon,N,2003,USA,Minicon Energon Saber,Wreckage,Grey/Silver/Translucent Gold Jet,Yes,Yes
,Energon,N,2004,USA,Minicon Night Attack Team,Broadside,,Yes,No
,Energon,N,2004,USA,Minicon Night Attack Team,Fetch,,Yes,No
,Energon,N,2004,USA,Minicon Night Attack Team,Scattor,,Yes,No
,Energon,N,2004,USA,Minicon Partner,Blackout,,Yes,No
,Energon,N,2004,USA,Minicon Partner,Corona Sparkplug,,Yes,No
,Energon,N,2004,USA,Minicon Partner,Crumplezone,,Yes,No
,Energon,N,2004,USA,Minicon Partner,Dead End,,Yes,No
,Energon,N,2003,USA,Minicon Partner,Knock Out,,Yes,No
,Energon,N,2005,USA,Minicon Partner,Longarm,,Yes,No
,Energon,N,2003,USA,Minicon Partner,Nightcruz,,Yes,No
,Energon,N,2003,USA,Minicon Partner,Nightscream,,Yes,No
,Energon,N,2003,USA,Minicon Partner,Ramjet,,Yes,No
,Energon,N,2006,USA,Minicon Partner,Rollbar,,Yes,No
,Energon,N,2004,USA,Minicon Partner,Rollout,,Yes,No
,Energon,N,2005,USA,Minicon Partner,Zapmaster,,Yes,Yes
,Energon,N,2004,USA,Minicon Perceptor Team,Grindor,,Yes,Yes
,Energon,N,2004,USA,Minicon Perceptor Team,Highwire,,Yes,Yes
,Energon,N,2004,USA,Minicon Perceptor Team,Sureshock,,Yes,Yes
,Energon,N,2004,USA,Minicon Race Team,Dirt Boss,,No,No
,Energon,N,2004,USA,Minicon Race Team,Downshift,,No,No
,Energon,N,2004,USA,Minicon Race Team,Mirage,,No,No
,Energon,N,2004,USA,Minicon Sea Team,Oceanglide,,No,No
,Energon,N,2004,USA,Minicon Sea Team,Stormcloud,,No,No
,Energon,N,2004,USA,Minicon Sea Team,Waterlog,,No,No
,Energon,N,2004,USA,Minicon Space Team,Astroscope,,No,No
,Energon,N,2004,USA,Minicon Space Team,Astroscope (Repaint),,Yes,No
,Energon,N,2004,USA,Minicon Space Team,Payload,,No,No
,Energon,N,2004,USA,Minicon Space Team,Payload (Repaint),,Yes,No
,Energon,N,2004,USA,Minicon Space Team,Sky Blast,,No,No
,Energon,N,2004,USA,Minicon Space Team,Sky Blast (Repaint),,Yes,No
,Energon,A,2004,USA,Omnicon,Arcee,White/Red/Pink Motorcycle,No,No
,Energon,A,2005,USA,Omnicon,Chromia,,Yes,Yes
,Energon,A,2005,USA,Omnicon,Fallback,,Yes,No
,Energon,A,2005,USA,Omnicon,Flareup,,Yes,Yes
,Energon,A,2004,USA,Omnicon,Offshoot,,Yes,No
,Energon,C,2004,Japan,Omnicon,Signal Flare,,Yes,No
,Energon,A,2004,USA,Omnicon,Signal Flare,Blue/Tan/Grey Energy Cannon,No,No
,Energon,A,2003,USA,Omnicon,Skyblast,Red/White/Grey Jet,No,No
,Energon,C,2004,Japan,Omnicon,Strongarm,,Yes,No
,Energon,A,2003,USA,Omnicon,Strongarm,Yellow/Blue/Red Jeep,No,No
,Energon,A,2004,USA,Omnicon,Strongarm (Energon),,Yes,No
,Energon,A,2004,USA,Omnicon Weapon,Energon Spear (Blue),,Yes,No
,Energon,A,2004,USA,Omnicon Weapon,Energon Spear (Purple),,Yes,No
,Energon,A,2004,USA,Roleplay,Energon Blaster,,No,No
,Energon,D,2004,USA,Roleplay,Energon Sword,,No,No
,Energon,D,2004,Japan,Super,Galvatron,,No,No
,Energon,D,2004,USA,Super,Galvatron,,Yes,No
,Energon,D,2004,USA,Super,Megatron,,No,No
,Energon,A,2004,USA,Super,Omega Sentinel,,Yes,No
,Energon,A,2004,USA,Super,Omega Supreme,,No,No
,Energon,A,2003,USA,Super,Optimus Prime,Red/White/Blue Tractor Cab,No,No
,Energon,D,2004,Japan,Super,Unicron,Black/Green Planet,Yes,No
,Energon,D,2004,USA,Super,Unicron,Black/Green Planet,Yes,No
,Energon,D,2003,USA,Terrorcon,Battle Ravage,Black/Grey/Purple Jaguar,No,No
,Energon,D,2006,USA,Terrorcon,Buzzsaw,,Yes,No
,Energon,D,2004,USA,Terrorcon,Command Ravage,,Yes,No
,Energon,D,2004,USA,Terrorcon,Cruellock,,No,No
,Energon,D,2004,USA,Terrorcon,Divebomb,,No,No
,Energon,D,2004,USA,Terrorcon,Doom-Lock,,Yes,No
,Energon,D,2005,USA,Terrorcon,Flamewar,,Yes,Yes
,Energon,D,2004,USA,Terrorcon,Insecticon,,No,No
,Energon,D,2006,USA,Terrorcon,Laserbeak,,Yes,No
,Energon,A,2004,USA,Ultra,Bulkhead,,No,No
,Energon,A,2004,USA,Ultra,Landmine,,No,No
,Energon,A,2004,USA,Ultra,Landquake,,Yes,No
,Energon,D,2004,USA,Ultra,Megatron,,No,No
,Energon,A,2004,USA,Ultra,Optimus Prime (Armada),Red/Yellow Tractor Cab,Yes,No
,Energon,A,2005,USA,Ultra,Quickstrike,,Yes,No
,Energon,D,2003,USA,Ultra,Scorponok,,No,No
,Energon,D,2003,USA,Ultra,Tidal Wave,Assault Ship,Yes,No
,G1,D,1990,Europe,Action Master Action Blaster Vehicle,Axer,Blue/Grey/Violet Robot,No,No
,G1,D,1990,USA,Action Master Action Blaster Vehicle,Axer,Blue/Grey/Violet Robot,No,No
,G1,A,1990,Europe,Action Master Action Blaster Vehicle,Over-Run,Red/Grey Robot,No,No
,G1,A,1990,USA,Action Master Action Blaster Vehicle,Over-Run,Red/Grey Robot,No,No
,G1,A,1990,Europe,Action Master Action Blaster Vehicle,Prowl,White/Black Robot,No,No
,G1,A,1990,USA,Action Master Action Blaster Vehicle,Prowl,White/Black Robot,No,No
,G1,D,1990,Europe,Action Master Action Blaster Vehicle,Starscream,Grey/Red Robot,No,No
,G1,D,1990,USA,Action Master Action Blaster Vehicle,Starscream,Grey/Red Robot,No,No
,G1,A,1990,Europe,Action Master Armored Convoy,Optimus Prime,Red/Grey/Blue Robot,No,No
,G1,A,1990,USA,Action Master Armored Convoy,Optimus Prime,Red/Grey/Blue Robot,No,No
,G1,D,1990,Europe,Action Master Attack Vehicle,Gutcruncher,Orange/Grey/Olive Robot,No,No
,G1,D,1990,USA,Action Master Attack Vehicle,Gutcruncher,Orange/Grey/Olive Robot,No,No
,G1,D,1991,Europe,Action Master Attack Vehicle,Megatron,Grey/Black/Red Robot,No,No
,G1,D,1990,USA,Action Master Attack Vehicle,Megatron,Grey/Black/Red Robot,No,No
,G1,A,1990,Europe,Action Master Attack Vehicle,Sprocket,White/Orange/Blue Robot,No,No
,G1,A,1990,USA,Action Master Attack Vehicle,Sprocket,White/Orange/Blue Robot,No,No
,G1,A,1990,Europe,Action Master Attack Vehicle,Wheeljack,White/Red/Black Robot,No,No
,G1,A,1990,USA,Action Master Attack Vehicle,Wheeljack,White/Red/Black Robot,No,No
,G1,D,1991,Europe,Action Master Elite,Double Punch,Black/Green/Violet Scorpion,No,No
,G1,A,1991,Europe,Action Master Elite,Omega Spreem,Yellow/Orange/Green Tank,No,No
,G1,D,1991,Europe,Action Master Elite,Turbomaster,Pink/Violet Futuristic Helicopter/Plane,No,No
,G1,A,1991,Europe,Action Master Elite,Windmill,Green Helicopter,No,No
,G1,A,1991,Europe,Action Master Exo Suit,Circuit,Yellow/Blue Robot,Yes,Yes
,G1,D,1991,Europe,Action Master Exo Suit,Thundercracker,Green/Red/Purple/Blue Robot,Yes,Yes
,G1,A,1991,Europe,Action Master Exo Suit Motorized,Rumbler,Blue/Green/Grey/Orange Robot,Yes,Yes
,G1,D,1991,Europe,Action Master Exo Suit Motorized,Slicer,Blue/Orange/Grey Robot,Yes,Yes
,G1,D,1990,Europe,Action Master Figure,Banzai-Tron,Green/Purple/Black Robot,No,No
,G1,D,1990,USA,Action Master Figure,Banzai-Tron,Green/Purple/Black Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Blaster,Red/Yellow/Grey Robot,No,No
,G1,A,1990,USA,Action Master Figure,Blaster,Red/Yellow/Grey Robot,No,No
,G1,D,1991,Europe,Action Master Figure,Bombshell,Black/Purple Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Bumblebee,Yellow/Black Robot,No,No
,G1,A,1990,USA,Action Master Figure,Bumblebee,Yellow/Black Robot,No,No
,G1,D,1991,Europe,Action Master Figure,Charger,Green/Grey/Orange Robot,No,No
,G1,D,1990,Europe,Action Master Figure,Devestator,Lime/Purple Robot,No,No
,G1,D,1990,USA,Action Master Figure,Devestator,Lime/Purple Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Grimlock,Grey/Black/Bronze Robot,No,No
,G1,A,1990,USA,Action Master Figure,Grimlock,Grey/Black/Bronze Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Inferno,Red/Black Robot,No,No
,G1,A,1990,USA,Action Master Figure,Inferno,Red/Black Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Jackpot,Yellow/Silver/Black Robot,No,No
,G1,A,1990,USA,Action Master Figure,Jackpot,Yellow/Silver/Black Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Jazz,White/Black Robot,No,No
,G1,A,1990,USA,Action Master Figure,Jazz,White/Black Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Kick-Off,Red/White/Purple Robot,No,No
,G1,A,1990,USA,Action Master Figure,Kick-Off,Red/White/Purple Robot,No,No
,G1,D,1990,Europe,Action Master Figure,Krok,Black/Grey/White Robot,No,No
,G1,D,1990,USA,Action Master Figure,Krok,Black/Grey/White Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Mainframe,Red/Purple/Grey Robot,No,No
,G1,A,1990,USA,Action Master Figure,Mainframe,Red/Purple/Grey Robot,No,No
,G1,A,1991,Europe,Action Master Figure,Powerflash,Red/Yellow/Grey Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Rad,Red/Silver/Blue Robot,No,No
,G1,A,1990,USA,Action Master Figure,Rad,Red/Silver/Blue Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Rollout,White/Orange/Brown/Blue Robot,No,No
,G1,A,1990,USA,Action Master Figure,Rollout,White/Orange/Brown/Blue Robot,No,No
,G1,D,1990,Europe,Action Master Figure,Shockwave,Purple Robot,No,No
,G1,D,1990,USA,Action Master Figure,Shockwave,Purple Robot,No,No
,G1,A,1991,Europe,Action Master Figure,Sideswipe,Red/White/Black Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Skyfall,Red/White/Orange Robot,No,No
,G1,A,1990,USA,Action Master Figure,Skyfall,Red/White/Orange Robot,No,No
,G1,A,1990,Europe,Action Master Figure,Snarl,Red/Grey/Black Robot,No,No
,G1,A,1990,USA,Action Master Figure,Snarl,Red/Grey/Black Robot,No,No
,G1,D,1990,Europe,Action Master Figure,Soundwave,Blue/Grey Robot,No,No
,G1,D,1990,USA,Action Master Figure,Soundwave,Blue/Grey Robot,No,No
,G1,D,1991,Europe,Action Master Figure,Take-Off,Grey/Black/Blue/Orange Robot,No,No
,G1,A,1991,Europe,Action Master Figure,Tracks,Blue/White Robot,No,No
,G1,D,1990,Europe,Action Master Figure,Treadshot,Black/Brown/Grey/Orange Robot,No,No
,G1,D,1990,USA,Action Master Figure,Treadshot,Black/Brown/Grey/Orange Robot,No,No
,G1,A,1986,Europe,Aerialbot,Air Raid,Black F-15 Eagle,No,No
,G1,C,1986,Japan,Aerialbot,Air Raid,Black F-15 Eagle,No,No
,G1,A,1986,USA,Aerialbot,Air Raid,Black F-15 Eagle,No,No
,G1,C,1986,Japan,Aerialbot,Firebolt,Red F-4 Phantom II,No,No
,G1,A,1986,Europe,Aerialbot,Fireflight,Red F-4 Phantom II,No,No
,G1,A,1986,USA,Aerialbot,Fireflight,Red F-4 Phantom II,No,No
,G1,A,1986,Europe,Aerialbot,Silverbolt,White Concorde SST Jet,No,No
,G1,C,1986,Japan,Aerialbot,Silverbolt,White Concorde SST Jet,No,No
,G1,A,1986,USA,Aerialbot,Silverbolt,White Concorde SST Jet,No,No
,G1,A,1986,Europe,Aerialbot,Skydive,Grey F-16 Fighting Falcon,No,No
,G1,C,1986,Japan,Aerialbot,Skydive,Grey F-16 Fighting Falcon,No,No
,G1,A,1986,USA,Aerialbot,Skydive,Grey F-16 Fighting Falcon,No,No
,G1,C,1986,Japan,Aerialbot,Sling,White Sea Harrier GR.3 Jet,No,No
,G1,A,1986,Europe,Aerialbot,Slingshot,White Sea Harrier GR.3 Jet,No,No
,G1,A,1986,USA,Aerialbot,Slingshot,White Sea Harrier GR.3 Jet,No,No
,G1,A,1984,Europe,Air Gaurdian,Jetfire,White Jet,No,No
,G1,A,1985,USA,Air Gaurdian,Jetfire,White Jet,No,No
,G1,A,1992,Argentina,AM Radion Robot,Blue,,-,-
,G1,A,1992,Argentina,AM Radion Robot,Red,,-,-
,G1,A,1985,Brazil,Batrobo,Pick-Up (Green),,-,-
,G1,A,1985,Brazil,Batrobo,Pick-Up (Orange),,-,-
,G1,A,1985,Brazil,Batrobo,Sports Car (Blue),,-,-
,G1,A,1985,Brazil,Batrobo,Sports Car (Red),,-,-
,G1,D,1992,Japan,Battle Gaea,Great Cannon,Blue/Grey Flatbed Truck With Cannon,Yes,No
,G1,D,1992,Japan,Battle Gaea,Leeland,Red Jeep,Yes,No
,G1,D,1992,Japan,Battle Gaea,Sandstorm,Light Grey Leopard 1 Tank,Yes,No
,G1,D,1992,Japan,Battle Gaea,Shuttle Gunner,Black/White Space Shuttle,Yes,No
,G1,D,1992,Japan,Battle Gaea,Target Hawk,Olive Green Kaman Sea Sprite SH-2 Helicopter,Yes,No
,G1,D,1986,Europe,Battlecharger,Runabout,Black Lotus Espirit,No,No
,G1,D,1986,USA,Battlecharger,Runabout,Black Lotus Espirit,No,No
,G1,D,1986,Europe,Battlecharger,Runamuck,White Pontiac Firebird,No,No
,G1,D,1986,USA,Battlecharger,Runamuck,White Pontiac Firebird,No,No
,G1,C,1989,Japan,Brain Master,Blacker,Black Dune Buggy,No,No
,G1,C,1989,Japan,Brain Master,Braver,Red Ferrari F-40,No,No
,G1,C,1989,Japan,Brain Master,Laster,Yellow Lamborghini Countach,No,No
,G1,C,1989,Japan,Brain Master,Star Saber,Red/White/Blue Jet/Battle Sled (V-Star),No,No
,G1,C,1989,Japan,Brain Master,Victory Leo,Black/Yellow/White Winged Lion/Jet,No,No
,G1,C,1989,Japan,Brain Master Partner,Razou,Brainmaster Figure,No,No
,G1,C,1989,Japan,Brain Master Partner,Sala,Brainmaster Figure,No,No
,G1,C,1989,Japan,Brain Master Partner,Siet,Brainmaster Figure,No,No
,G1,C,1989,Japan,Brain Master Partner,Yukio,Brainmaster Figure,No,No
,G1,D,1989,Japan,Breastforce,Deathsaurus, Grey/Silver/Red/Blue/Yellow Dragon,No,No
,G1,D,1989,Japan,Breastforce,Drillhorn,Blue/Grey Drill Tank,No,No
,G1,D,1989,Japan,Breastforce,Gaihawk,Red MIG-29 Fulcrum Jet,No,No
,G1,D,1989,Japan,Breastforce,Hellbat,Blue Dassault Rafale Jet,No,No
,G1,D,1989,Japan,Breastforce,Jargua,Black Dune Buggy,No,No
,G1,D,1989,Japan,Breastforce,Killbison,White/Tan Anti-Aircraft Tank,No,No
,G1,D,1989,Japan,Breastforce,Leozak,Light Blue/White F-14,No,No
,G1,D,1989,Japan,Breastforce Partner,Batbreast,Blue Bat Breastattacker,No,No
,G1,D,1989,Japan,Breastforce Partner,Bullbreast,White/Tan Bull Breastattacker,No,No
,G1,D,1989,Japan,Breastforce Partner,Eaglebreast,Red Eagle/Breastattacker,No,No
,G1,D,1989,Japan,Breastforce Partner,Hawkbreast,Red Hawk Breastattacker,No,No
,G1,D,1989,Japan,Breastforce Partner,Jagubreast,Black Jaguar Breastattacker,No,No
,G1,D,1989,Japan,Breastforce Partner,Leobreast,Light Blue/White Lion Breastattacker,No,No
,G1,D,1989,Japan,Breastforce Partner,Rhinobreast,Blue/Grey Rhinocerous Breastattacker,No,No
,G1,D,1989,Japan,Breastforce Partner,Tigerbreast,Orange/Gold Winged Tiger/Breastattacker,No,No
,G1,C,1985,Japan,Car,Alert,White Lamborghini Countach LP500S Fire Escort,Yes,Yes
,G1,A,1984,Europe,Car,Bluestreak,Grey Datsun 280ZX With T-Bar Roof,No,No
,G1,A,1984,USA,Car,Bluestreak,Grey Datsun 280ZX With T-Bar Roof,No,No
,G1,A,1986,Europe,Car,Blurr,Blue Futuristic Car,No,No
,G1,C,1986,Japan,Car,Blurr,Blue Futuristic Car,No,No
,G1,A,1986,USA,Car,Blurr,Blue Futuristic Car,No,No
,G1,C,1986,Japan,Car,Char,Blue Futuristic Pickup Truck,No,No
,G1,A,1985,Europe,Car,Grapple,Orange Crane,No,No
,G1,C,1985,Japan,Car,Grapple,Orange Crane,No,No
,G1,A,1985,USA,Car,Grapple,Orange Crane,No,No
,G1,A,1985,Europe,Car,Hoist,Green Toyota 4WD Wrecker Tow-Truck,Yes,Yes
,G1,C,1985,Japan,Car,Hoist,Green Toyota 4WD Wrecker Tow-Truck,Yes,Yes
,G1,A,1985,USA,Car,Hoist,Green Toyota 4WD Wrecker Tow-Truck,Yes,Yes
,G1,A,1986,Europe,Car,Hot Rod,Red/Orange/Yellow Car,No,No
,G1,A,1986,USA,Car,Hot Rod,Red/Orange/Yellow Car,No,No
,G1,C,1986,Japan,Car,Hot Rodimus,Red/Orange/Yellow Car,No,No
,G1,A,1984,Europe,Car,Hound,Green Army Mitsubishi J59 Jeep,No,No
,G1,C,1985,Japan,Car,Hound,Green Army Mitsubishi J59 Jeep,No,No
,G1,A,1984,USA,Car,Hound,Green Army Mitsubishi J59 Jeep,No,No
,G1,A,1985,Europe,Car,Inferno,Red Fire Engine,No,No
,G1,A,1992,Europe,Car,Inferno,Red/White Fire Engine,Yes,No
,G1,C,1985,Japan,Car,Inferno,Red Fire Engine,No,No
,G1,A,1985,USA,Car,Inferno,Red Fire Engine,No,No
,G1,A,1985,Europe,Car,Ironhide,Red Nissan Onebox Van,No,No
,G1,A,1984,USA,Car,Ironhide,Red Nissan Onebox Van,No,No
,G1,A,1984,Europe,Car,Jazz,White Porsche 935 Turbo,No,No
,G1,A,1992,Europe,Car,Jazz,White Porsche 935 Turbo (Or Gambella Avalanche),Yes,Yes
,G1,A,1984,USA,Car,Jazz,White Porsche 935 Turbo,No,No
,G1,A,1985,USA,Car,Jazz (Cookie Crisp),White Porsche 935 Turbo,No,No
,G1,A,1986,Europe,Car,Kup,Blue Futuristic Pickup Truck,No,No
,G1,A,1986,USA,Car,Kup,Blue Futuristic Pickup Truck,No,No
,G1,C,1985,Japan,Car,Lambor,Red Lamborghini Countach LP500S,No,No
,G1,C,1985,Japan,Car,Ligier,Blue F-1 Ligier JS25 Formula 1 Racer,No,No
,G1,C,1985,Japan,Car,Meister,White Porsche 935 Turbo,No,No
,G1,A,1984,Europe,Car,Mirage,Blue F-1 Ligier JS25 Formula 1 Racer,No,No
,G1,A,1984,USA,Car,Mirage,Blue F-1 Ligier JS25 Formula 1 Racer,No,No
,G1,A,1985,Europe,Car,Prowl,White Datsun 280ZX Police Cruiser,No,No
,G1,C,1985,Japan,Car,Prowl,White Datsun 280ZX Police Cruiser,No,No
,G1,A,1984,USA,Car,Prowl,White Datsun 280ZX Police Cruiser,No,No
,G1,A,1984,Europe,Car,Ratchet,White Toyota Previa (or Nissan Onebox) Van/Ambulance,No,No
,G1,C,1984,Japan,Car,Ratchet,White Toyota Previa (or Nissan Onebox) Van/Ambulance,No,No
,G1,A,1984,USA,Car,Ratchet,White Toyota Previa (or Nissan Onebox) Van/Ambulance,No,No
,G1,A,1985,Europe,Car,Red Alert,White Lamborghini Countach LP500S Fire Escort,Yes,Yes
,G1,A,1985,USA,Car,Red Alert,White Lamborghini Countach LP500S Fire Escort,Yes,Yes
,G1,A,1984,Europe,Car,Sideswipe,Red Lamborghini Countach LP500S,No,No
,G1,A,1992,Europe,Car,Sideswipe,Black Lamborghini Countach LP500S,Yes,Yes
,G1,A,1984,USA,Car,Sideswipe,Red Lamborghini Countach LP500S,No,No
,G1,A,1985,Europe,Car,Skids,Blue Honda City Turbo Compact,No,No
,G1,C,1985,Japan,Car,Skids,Blue Honda City Turbo Compact,No,No
,G1,A,1985,USA,Car,Skids,Blue Honda City Turbo Compact,No,No
,G1,A,1985,Europe,Car,Smokescreen,Red/Blue Datsun CRX,No,No
,G1,C,1985,Japan,Car,Smokescreen,Red/Blue Datsun CRX,No,No
,G1,A,1985,USA,Car,Smokescreen,Red/Blue Datsun CRX,No,No
,G1,C,1985,Japan,Car,Streak,Grey Datsun 280ZX With T-Bar Roof,No,No
,G1,A,1985,Europe,Car,Sunstreaker,"Yellow Lamborghini Countach LP500S (""Super Tuning"", With Exposed Rear Engine)",No,No
,G1,C,1985,Japan,Car,Sunstreaker,"Yellow Lamborghini Countach LP500S (""Super Tuning"", With Exposed Rear Engine)",No,No
,G1,A,1984,USA,Car,Sunstreaker,"Yellow Lamborghini Countach LP500S (""Super Tuning"", With Exposed Rear Engine)",No,No
,G1,A,1985,Europe,Car,Tracks,Blue Corvette Stingray,No,No
,G1,C,1985,Japan,Car,Tracks,Blue Corvette Stingray,No,No
,G1,A,1985,USA,Car,Tracks,Blue Corvette Stingray,No,No
,G1,A,1985,Europe,Car,Trailbreaker,Black Toyota 4WD Hilux,No,No
,G1,C,1985,Japan,Car,Trailbreaker,Black Toyota 4WD Hilux,No,No
,G1,A,1984,USA,Car,Trailbreaker,Black Toyota 4WD Hilux,No,No
,G1,A,1985,Europe,Car,Wheeljack,White Lancia Stratos Turbo Racing Car,No,No
,G1,C,1985,Japan,Car,Wheeljack,White Lancia Stratos Turbo Racing Car,No,No
,G1,A,1984,USA,Car,Wheeljack,White Lancia Stratos Turbo Racing Car,No,No
,G1,D,1988,USA,Cassette,Beastbox,Purple Cassette/Ape,No,No
,G1,D,1985,Europe,Cassette,Buzzsaw,Gold Cassette/Condor,Yes,No
,G1,D,1987,Japan,Cassette,Buzzsaw,Gold Cassette/Condor,Yes,No
,G1,D,1984,USA,Cassette,Buzzsaw,Blue Cassette/Robot,Yes,No
,G1,D,1987,Japan,Cassette,Condor,Red Cassette/Condor,No,No
,G1,D,1985,Japan,Cassette,Condor,Red Cassette/Condor,No,No
,G1,D,1986,Japan,Cassette,Condor,Red Cassette/Condor,No,No
,G1,C,1987,Japan,Cassette,Dairu,Green Cassette/Dinosaur,No,No
,G1,A,1986,Europe,Cassette,Eject,Blue Cassette/Robot,No,No
,G1,C,1986,Japan,Cassette,Eject,Blue Cassette/Robot,No,No
,G1,A,1986,USA,Cassette,Eject,Blue Cassette/Robot,No,No
,G1,D,1984,Europe,Cassette,Frenzy,Blue Cassette/Robot,Yes,No
,G1,D,1986,Europe,Cassette,Frenzy,Blue Cassette/Robot,Yes,No
,G1,D,1985,Japan,Cassette,Frenzy,Blue Cassette/Robot,Yes,No
,G1,D,1987,Japan,Cassette,Frenzy,Blue Cassette/Robot,No,No
,G1,D,1986,Japan,Cassette,Frenzy,Blue Cassette/Robot,Yes,No
,G1,D,1984,USA,Cassette,Frenzy,Blue Cassette/Robot,Yes,No
,G1,D,1986,USA,Cassette,Frenzy,Blue Cassette/Robot,Yes,No
,G1,A,1986,USA,Cassette,Grand Slam,Red Cassette/Tank,No,No
,G1,C,1987,Japan,Cassette,Gurafi,Red Cassette/Pterosaur,No,No
,G1,D,1987,Japan,Cassette,Jaguar,,No,No
,G1,D,1985,Japan,Cassette,Jaguar,Black Cassette/Jaguar,No,No
,G1,D,1986,Japan,Cassette,Jaguar,Black Cassette/Jaguar,No,No
,G1,D,1984,Europe,Cassette,Laserbeak,Red Cassette/Condor,No,No
,G1,D,1984,USA,Cassette,Laserbeak,Red Cassette/Condor,No,No
,G1,C,1987,Japan,Cassette,Noizu,Blue Cassette/Tyrannosaurus Rex,No,No
,G1,D,1987,Europe,Cassette,Overkill,Grey Cassette/Tyrannosaurus Rex,No,No
,G1,D,1987,Japan,Cassette,Overkill,Grey Cassette/Tyrannosaurus Rex,No,No
,G1,D,1987,USA,Cassette,Overkill,Grey Cassette/Tyrannosaurus Rex,No,No
,G1,A,1988,USA,Cassette,Raindance,Blue Cassette/Futuristic Jet,No,No
,G1,A,1986,Europe,Cassette,Ramhorn,Brown Cassette/Rhino,No,No
,G1,C,1986,Japan,Cassette,Ramhorn,Brown Cassette/Rhino,No,No
,G1,A,1986,USA,Cassette,Ramhorn,Brown Cassette/Rhino,No,No
,G1,D,1986,Europe,Cassette,Ratbat,Purple Cassette/Bat,No,No
,G1,D,1987,Japan,Cassette,Ratbat,,No,No
,G1,D,1986,Japan,Cassette,Ratbat,Purple Cassette/Bat,No,No
,G1,D,1986,USA,Cassette,Ratbat,Purple Cassette/Bat,No,No
,G1,D,1984,Europe,Cassette,Ravage,Black Cassette/Jaguar,No,No
,G1,D,1984,USA,Cassette,Ravage,Black Cassette/Jaguar,No,No
,G1,A,1986,Europe,Cassette,Rewind,Black Cassette/Robot,Yes,No
,G1,C,1986,Japan,Cassette,Rewind,Black Cassette/Robot,Yes,No
,G1,A,1986,USA,Cassette,Rewind,Black Cassette/Robot,Yes,No
